date,open,high,low,close,volume
2017-07-02,916.2,924.86,892.07,908.46,214611213.0
2017-07-03,894.65,907.0,894.65,900.82,117418869.0
2017-07-04,848.99,865.8,848.99,857.4,348868037.0
2017-07-05,896.93,918.2,871.66,894.93,663052911.0
2017-07-06,852.95,878.75,839.03,858.89,1035769073.0
2017-07-07,910.88,937.97,888.0,912.99,277427497.0
2017-07-08,915.27,917.15,902.7,909.93,3375474958.0
2017-07-09,845.24,870.59,820.28,845.43,493902834.0
2017-07-10,869.74,874.44,856.72,865.58,205944883.0
2017-07-11,899.12,902.29,892.79,897.54,937737178.0
2017-07-12,910.94,929.3,875.27,902.29,12638728040.0
2017-07-13,882.42,885.74,864.69,875.21,1093830399.0
2017-07-14,924.11,942.87,902.82,922.85,382335188.0
2017-07-15,931.23,933.32,915.9,924.61,66397931.0
2017-07-16,924.23,928.39,892.86,910.62,470799855.0
2017-07-17,896.62,923.87,874.24,899.05,928038282.0
2017-07-18,948.76,964.46,939.7,952.08,363904232.0
2017-07-19,975.56,986.36,944.36,965.36,53422512.0
2017-07-20,912.29,918.11,900.47,909.29,181088378.0
2017-07-21,894.91,929.31,891.76,910.54,5742501894.0
2017-07-22,961.5,961.5,936.05,948.77,5565510277.0
2017-07-23,922.31,941.47,922.31,931.89,171293166.0
2017-07-24,940.37,943.07,919.17,931.12,1777486465.0
2017-07-25,960.17,960.17,942.15,951.16,110712299.0
2017-07-26,897.39,905.7,857.13,881.41,5338629763.0
2017-07-27,959.4,988.48,959.4,973.94,940142913.0
2017-07-28,944.38,951.21,930.27,940.74,2710880490.0
2017-07-29,945.45,963.56,932.81,948.18,49936889.0
2017-07-30,953.22,972.21,947.23,959.72,1813686314.0
2017-07-31,950.7,989.36,943.71,966.54,651201123.0
2017-08-01,924.8,949.5,895.48,922.49,2373871077.0
2017-08-02,1017.51,1034.61,1002.12,1018.36,2620448296.0
2017-08-03,955.7,996.82,945.3,971.06,736733893.0
2017-08-04,989.5,1003.92,966.2,985.06,272425167.0
2017-08-05,1001.96,1001.96,984.22,993.09,2172188758.0
2017-08-06,942.15,952.94,911.43,932.18,619741090.0
2017-08-07,985.03,986.6,952.02,969.31,184225762.0
2017-08-08,942.17,965.71,925.49,945.6,172621993.0
2017-08-09,1006.2,1015.21,961.37,988.29,75319160.0
2017-08-10,903.96,905.2,876.67,890.94,323214628.0
2017-08-11,939.82,973.62,921.45,947.53,3656110088.0
2017-08-12,908.6,943.05,899.26,921.16,918998958.0
2017-08-13,941.78,960.47,927.96,944.22,320006147.0
2017-08-14,944.42,967.18,929.1,948.14,2384451284.0
2017-08-15,915.12,924.34,900.37,912.35,205848589.0
2017-08-16,906.18,929.9,876.45,903.17,833166803.0
2017-08-17,921.63,932.29,892.72,912.5,555031023.0
2017-08-18,892.18,897.27,886.39,891.83,2352672941.0
2017-08-19,920.09,944.64,920.09,932.36,69045443.0
2017-08-20,910.22,915.83,878.89,897.36,206672502.0
2017-08-21,823.91,834.54,823.91,829.23,63732364.0
2017-08-22,893.52,893.52,883.57,888.55,506779588.0
2017-08-23,866.39,894.14,865.55,879.84,4627547987.0
2017-08-24,876.89,876.89,853.84,865.37,354029252.0
2017-08-25,849.22,876.76,849.22,862.99,352889151.0
2017-08-26,887.95,907.99,887.22,897.6,2818891068.0
2017-08-27,917.1,933.97,917.1,925.53,3802277523.0
2017-08-28,908.21,920.84,880.8,900.82,672744413.0
2017-08-29,883.08,886.44,855.32,870.88,2153056961.0
2017-08-30,895.03,906.38,888.42,897.4,153720544.0
2017-08-31,886.33,886.33,863.6,874.96,6125174593.0
2017-09-01,875.95,890.07,855.52,872.8,19506849648.0
2017-09-02,858.84,860.22,848.59,854.4,1701330226.0
2017-09-03,844.82,844.82,830.27,837.54,34203881.0
2017-09-04,864.31,876.2,864.31,870.26,337847642.0
2017-09-05,876.64,904.09,859.46,881.78,1958410544.0
2017-09-06,899.6,906.3,864.14,885.22,415191760.0
2017-09-07,894.14,901.0,859.05,880.03,5266816488.0
2017-09-08,877.4,880.71,841.26,860.99,1886810570.0
2017-09-09,923.39,928.53,889.03,908.78,270379182.0
2017-09-10,857.71,885.43,855.95,870.69,817849799.0
2017-09-11,947.34,954.92,915.54,935.23,203545866.0
2017-09-12,877.9,886.32,875.82,881.07,590368627.0
2017-09-13,905.31,906.11,869.65,887.88,337089840.0
2017-09-14,877.68,900.14,857.18,878.66,4499124348.0
2017-09-15,905.89,919.77,888.12,903.94,18405806837.0
2017-09-16,952.26,964.38,937.87,951.13,89675104.0
2017-09-17,939.65,957.7,935.1,946.4,42708647.0
2017-09-18,942.21,978.7,938.31,958.51,527110503.0
2017-09-19,964.53,970.69,928.31,949.5,77726591.0
2017-09-20,901.94,915.01,867.29,891.15,808772167.0
2017-09-21,898.64,923.35,898.64,911.0,2309366504.0
2017-09-22,912.05,923.93,880.19,902.06,7026383957.0
2017-09-23,963.75,977.17,940.67,958.92,1005242288.0
2017-09-24,899.24,926.95,878.09,902.52,553159418.0
2017-09-25,948.57,975.42,940.56,957.99,37792928.0
2017-09-26,974.63,978.04,943.57,960.81,759876037.0
2017-09-27,1002.54,1013.92,975.23,994.58,808249051.0
2017-09-28,945.19,965.78,921.0,943.39,1882482000.0
2017-09-29,977.13,1001.19,944.54,972.87,247915560.0
2017-09-30,1025.73,1039.85,1025.73,1032.79,371339212.0
2017-10-01,951.23,958.25,946.19,952.22,77212382.0
2017-10-02,914.8,952.49,899.81,926.15,22658049.0
2017-10-03,913.52,941.17,907.44,924.3,132774465.0
2017-10-04,1012.27,1026.27,985.29,1005.78,66018396.0
2017-10-05,947.43,948.0,916.19,932.09,1146679719.0
2017-10-06,977.1,988.08,973.68,980.88,316281086.0
2017-10-07,996.05,1032.22,983.44,1007.83,305185615.0
2017-10-08,1011.89,1029.72,982.08,1005.9,155445661.0
2017-10-09,1035.18,1035.18,1009.03,1022.1,5306494.0
2017-10-10,1040.57,1043.37,1017.29,1030.33,6472769051.0
2017-10-11,1075.94,1087.81,1032.78,1060.3,149586688.0
2017-10-12,1010.1,1015.49,1001.75,1008.62,359724731.0
2017-10-13,1019.28,1036.39,981.84,1009.11,75011313.0
2017-10-14,997.51,1020.55,997.51,1009.03,2847570673.0
2017-10-15,1059.68,1087.28,1045.01,1066.15,819076287.0
2017-10-16,1068.87,1104.1,1043.12,1073.61,190674685.0
2017-10-17,1058.85,1081.6,1035.13,1058.37,364761565.0
2017-10-18,1100.02,1100.02,1066.74,1083.38,8125234243.0
2017-10-19,1023.78,1031.11,986.25,1008.68,586566572.0
2017-10-20,1082.05,1111.88,1082.05,1096.96,497619206.0
2017-10-21,1086.67,1112.91,1086.67,1099.79,159091010.0
2017-10-22,1071.91,1110.3,1045.79,1078.05,38061711.0
2017-10-23,1099.89,1135.53,1082.81,1109.17,513356654.0
2017-10-24,1011.46,1028.1,985.58,1006.84,1063814504.0
2017-10-25,1058.76,1058.76,1029.76,1044.26,3399994032.0
2017-10-26,1049.69,1049.69,1036.69,1043.19,22433706.0
2017-10-27,1100.41,1100.41,1087.77,1094.09,121170977.0
2017-10-28,1046.19,1051.69,1012.76,1032.23,274688697.0
2017-10-29,1086.83,1111.85,1059.63,1085.74,654439734.0
2017-10-30,1097.3,1130.72,1089.78,1110.25,530610831.0
2017-10-31,1092.22,1119.53,1062.75,1091.14,551108203.0
2017-11-01,1078.96,1082.87,1070.3,1076.58,1223873042.0
2017-11-02,1045.87,1050.5,1021.15,1035.83,171763228.0
2017-11-03,1035.41,1058.29,1035.41,1046.85,2713310382.0
2017-11-04,1103.39,1127.18,1091.28,1109.23,1285303783.0
2017-11-05,1089.58,1103.0,1088.08,1095.54,416904412.0
2017-11-06,1085.44,1096.61,1035.1,1065.85,7466233560.0
2017-11-07,1048.18,1061.65,1039.42,1050.54,7014266287.0
2017-11-08,1016.07,1034.02,977.58,1005.8,2765005774.0
2017-11-09,1048.59,1054.42,1021.93,1038.18,7404226.0
2017-11-10,1127.99,1172.42,1104.92,1138.67,7352218557.0
2017-11-11,1043.78,1060.41,1021.17,1040.79,2277703825.0
2017-11-12,1102.86,1116.43,1055.04,1085.73,14084149446.0
2017-11-13,1114.03,1120.86,1109.41,1115.13,4463674402.0
2017-11-14,1056.58,1062.7,1013.49,1038.09,7474741612.0
2017-11-15,1071.71,1113.99,1054.2,1084.1,2627705018.0
2017-11-16,1096.76,1115.55,1096.76,1106.15,5339468707.0
2017-11-17,1082.78,1082.78,1066.86,1074.82,14112306012.0
2017-11-18,1189.82,1191.82,1155.18,1173.5,984383162.0
2017-11-19,1037.94,1046.73,989.03,1017.88,67502807.0
2017-11-20,1125.45,1138.17,1096.7,1117.43,451419391.0
2017-11-21,1088.18,1088.95,1050.05,1069.5,1288582147.0
2017-11-22,1100.87,1100.87,1082.25,1091.56,805286334.0
2017-11-23,1093.34,1093.34,1082.42,1087.88,111183918.0
2017-11-24,1057.97,1081.7,1028.41,1055.06,62567423.0
2017-11-25,1085.02,1097.99,1082.32,1090.15,238068039.0
2017-11-26,1046.15,1049.71,1006.84,1028.27,2433251774.0
2017-11-27,1104.75,1138.62,1076.89,1107.76,7758635958.0
2017-11-28,1094.56,1104.03,1081.7,1092.86,2867426783.0
2017-11-29,1103.66,1129.97,1082.12,1106.04,3541488010.0
2017-11-30,1120.24,1125.13,1109.56,1117.34,641843213.0
2017-12-01,1101.73,1125.2,1080.87,1103.03,53058906.0
2017-12-02,1087.38,1107.35,1087.38,1097.37,365109776.0
2017-12-03,1077.79,1086.41,1036.73,1061.57,489272817.0
2017-12-04,1065.73,1081.49,1054.72,1068.11,341399966.0
2017-12-05,1141.38,1156.2,1118.48,1137.34,778808794.0
2017-12-06,1129.71,1169.16,1123.35,1146.25,1386394693.0
2017-12-07,1079.02,1099.24,1079.02,1089.13,2560558132.0
2017-12-08,1093.65,1130.92,1078.9,1104.91,467275297.0
2017-12-09,1089.36,1094.1,1066.94,1080.52,40593790.0
2017-12-10,1133.86,1177.18,1127.49,1152.33,340226014.0
2017-12-11,1148.03,1148.03,1127.65,1137.84,745223647.0
2017-12-12,1177.08,1217.09,1164.22,1190.65,4341809954.0
2017-12-13,1082.21,1100.11,1082.21,1091.16,293937895.0
2017-12-14,1091.21,1122.57,1088.01,1105.29,1475390805.0
2017-12-15,1115.64,1140.87,1115.64,1128.25,1048716947.0
2017-12-16,1161.26,1176.01,1121.54,1148.77,719046334.0
2017-12-17,1142.58,1142.58,1116.48,1129.53,2695467355.0
2017-12-18,1130.69,1155.99,1095.11,1125.55,245500314.0
2017-12-19,1186.56,1234.34,1168.75,1201.55,276554989.0
2017-12-20,1193.6,1215.87,1192.01,1203.94,637516574.0
2017-12-21,1154.12,1178.74,1131.73,1155.23,245939356.0
2017-12-22,1248.21,1248.21,1230.38,1239.29,1362187815.0
2017-12-23,1229.93,1260.86,1224.11,1242.48,215775209.0
2017-12-24,1223.71,1240.16,1184.79,1212.47,873383098.0
2017-12-25,1220.17,1249.41,1196.85,1223.13,529149852.0
2017-12-26,1235.04,1270.78,1219.43,1245.11,839057750.0
2017-12-27,1205.25,1221.94,1192.81,1207.38,301392447.0
2017-12-28,1244.17,1280.65,1244.17,1262.41,356855935.0
2017-12-29,1200.9,1200.9,1182.85,1191.88,677055613.0
2017-12-30,1306.17,1350.05,1289.4,1319.72,784066890.0
2017-12-31,1253.56,1264.22,1220.5,1242.36,568285974.0
2018-01-01,1346.71,1401.51,1339.24,1370.37,7291418080.0
2018-01-02,1324.5,1324.5,1295.1,1309.8,126186359.0
2018-01-03,1309.32,1342.98,1308.22,1325.6,500208702.0
2018-01-04,1338.41,1338.41,1303.13,1320.77,51336491.0
2018-01-05,1346.49,1346.49,1331.38,1338.93,938768337.0
2018-01-06,1439.95,1439.95,1401.51,1420.73,99614098.0
2018-01-07,1276.17,1309.34,1245.27,1277.3,345364360.0
2018-01-08,1466.75,1493.4,1413.66,1453.53,296505135.0
2018-01-09,1424.45,1457.57,1406.15,1431.86,780422723.0
2018-01-10,1377.14,1417.61,1371.89,1394.75,220948767.0
2018-01-11,1400.35,1411.65,1395.45,1403.55,205017201.0
2018-01-12,1522.0,1584.25,1501.01,1542.63,4268957117.0
2018-01-13,1444.39,1444.39,1429.09,1436.74,751344598.0
2018-01-14,1432.15,1497.32,1414.0,1455.66,209250104.0
2018-01-15,1572.48,1593.89,1539.89,1566.89,338529630.0
2018-01-16,1544.42,1557.47,1515.83,1536.65,5914230966.0
2018-01-17,1489.17,1528.69,1445.11,1486.9,357555612.0
2018-01-18,1541.3,1541.3,1524.11,1532.71,183432903.0
2018-01-19,1460.89,1512.65,1454.68,1483.67,186943633.0
2018-01-20,1589.35,1615.55,1556.16,1585.86,231829280.0
2018-01-21,1582.68,1613.0,1579.54,1596.27,218815014.0
2018-01-22,1609.19,1609.19,1559.38,1584.28,79021316.0
2018-01-23,1620.08,1637.43,1569.11,1603.27,100592833.0
2018-01-24,1722.38,1729.61,1651.25,1690.43,157686759.0
2018-01-25,1597.43,1613.54,1597.43,1605.48,1337047682.0
2018-01-26,1534.52,1591.81,1503.83,1547.82,312431336.0
2018-01-27,1621.54,1651.36,1621.54,1636.45,407494817.0
2018-01-28,1692.4,1729.49,1692.4,1710.95,3750454199.0
2018-01-29,1564.5,1599.11,1562.48,1580.79,3904903605.0
2018-01-30,1637.29,1637.29,1617.94,1627.61,367442172.0
2018-01-31,1651.48,1678.37,1651.48,1664.92,218128421.0
2018-02-01,1628.32,1676.01,1579.45,1627.73,153816981.0
2018-02-02,1618.89,1618.89,1577.71,1598.3,1590910110.0
2018-02-03,1716.52,1716.75,1689.9,1703.32,413990278.0
2018-02-04,1773.03,1794.19,1766.86,1780.53,315053382.0
2018-02-05,1647.5,1694.01,1617.88,1655.95,165870134.0
2018-02-06,1594.52,1639.46,1555.23,1597.35,176994585.0
2018-02-07,1549.57,1585.38,1549.57,1567.47,906314305.0
2018-02-08,1664.69,1664.96,1646.67,1655.82,77839633.0
2018-02-09,1685.06,1712.19,1676.35,1694.27,2486214587.0
2018-02-10,1679.98,1679.98,1658.57,1669.27,250589529.0
2018-02-11,1647.89,1647.89,1623.08,1635.48,445203777.0
2018-02-12,1613.22,1631.48,1580.76,1606.12,74890292.0
2018-02-13,1575.31,1600.93,1566.89,1583.91,545454403.0
2018-02-14,1664.79,1714.48,1654.19,1684.34,339204862.0
2018-02-15,1715.59,1716.08,1677.61,1696.84,514497617.0
2018-02-16,1566.22,1611.75,1522.39,1567.07,5041588883.0
2018-02-17,1689.15,1755.17,1660.73,1707.95,723790160.0
2018-02-18,1651.58,1704.01,1639.91,1671.96,168428068.0
2018-02-19,1697.43,1744.3,1696.61,1720.46,191066490.0
2018-02-20,1598.49,1603.93,1557.99,1580.96,1358338760.0
2018-02-21,1581.38,1623.16,1574.26,1598.71,3911776862.0
2018-02-22,1666.03,1702.85,1625.67,1664.26,853787591.0
2018-02-23,1711.71,1742.97,1687.09,1715.03,1577703242.0
2018-02-24,1796.27,1837.88,1743.27,1790.57,1407965003.0
2018-02-25,1788.8,1812.62,1711.81,1762.21,4766384792.0
2018-02-26,1762.68,1762.68,1716.07,1739.38,30650544.0
2018-02-27,1702.3,1738.07,1673.2,1705.64,1564002610.0
2018-02-28,1833.11,1860.35,1833.11,1846.73,2534563677.0
2018-03-01,1741.96,1764.59,1729.61,1747.1,78487786.0
2018-03-02,1925.69,1946.95,1888.13,1917.54,156371375.0
2018-03-03,1818.16,1832.39,1795.55,1813.97,166518689.0
2018-03-04,1954.52,1995.05,1890.47,1942.76,202240995.0
2018-03-05,1902.03,1936.41,1902.03,1919.22,296552775.0
2018-03-06,1881.58,1901.28,1839.96,1870.62,890354959.0
2018-03-07,1831.03,1891.93,1817.22,1854.57,2298163740.0
2018-03-08,1879.99,1902.84,1819.84,1861.34,3221645312.0
2018-03-09,1910.53,1950.93,1894.87,1922.9,183807732.0
2018-03-10,1949.53,1984.97,1881.63,1933.3,184769333.0
2018-03-11,1900.31,1972.48,1898.13,1935.31,4798055024.0
2018-03-12,1978.87,2017.95,1954.44,1986.19,1788079713.0
2018-03-13,2060.88,2060.88,2033.52,2047.2,780589325.0
2018-03-14,1905.24,1958.3,1894.28,1926.29,1426660592.0
2018-03-15,2114.44,2143.08,2036.43,2089.76,682677541.0
2018-03-16,2040.67,2071.38,1988.71,2030.05,1596383259.0
2018-03-17,2061.67,2107.49,2001.46,2054.48,447018983.0
2018-03-18,2040.41,2088.04,2016.82,2052.43,1127914906.0
2018-03-19,2050.87,2068.65,2035.97,2052.31,79630487.0
2018-03-20,2119.75,2122.81,2100.25,2111.53,278624085.0
2018-03-21,2168.33,2198.03,2143.41,2170.72,288392239.0
2018-03-22,2418.47,2453.3,2345.57,2399.44,462421169.0
2018-03-23,2263.39,2325.6,2213.23,2269.41,205694289.0
2018-03-24,2315.45,2372.4,2314.32,2343.36,377577833.0
2018-03-25,2364.02,2432.97,2349.79,2391.38,88251512.0
2018-03-26,2359.67,2434.11,2359.67,2396.89,1982929104.0
2018-03-27,2401.98,2458.21,2384.3,2421.26,782651166.0
